respondent_id,city,neighbourhood,migrant_status,age_group,country_of_origin,household_size_group,trust_police,trust_councillor,trust_mayor,trust_traditional_leaders,trust_local_people,trust_country_people_local,trust_neighbours,trust_service_providers,trust_religious_leaders,trust_other_religious_leaders,trust_business_people,trust_judges,belong_here,close_to_neighbours,neighbourhood_cares,future_in_neighbourhood,feel_supported,perceived_outsider,discrimination_gender,discrimination_religion,discrimination_ethnicity,discrimination_origin,discrimination_economic_status,discrimination_political,stay_or_go,plans_to_move_2_6_months,medium_term_goal,long_term_goal,moving_good_way_to_get_ahead
resp_0494,Accra,Madina,Born in country,25–34,Nigeria,2–3,Don't know,Don't know,Don't know,Don't know,No,Don't know,No,Yes,Yes,Don't know,No,Don't know,Yes,No,Yes,No,Yes,Yes,Never,Never,Never,Never,Never,Never,Move within country,No,Move to third country,Don't know,Yes
resp_0495,Accra,Old Fadama,Born outside country,35–44,Togo,2–3,Mixed,Mixed,Mixed,Mixed,Mixed,Yes,Mixed,Yes,Yes,Mixed,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Once or twice,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0496,Accra,Old Fadama,Born in country,45–54,Other,4–5,Mixed,Mixed,No,Yes,Mixed,Yes,Mixed,Mixed,Yes,Mixed,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Never,Never,Never,Once or twice,Never,Not applicable,Stay in neighbourhood,No,Stay here,Stay here,No
resp_0497,Accra,Old Fadama,Born outside country,35–44,Ghana,1,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,No,No,Mixed,Mixed,Yes,Yes,Yes,Yes,No,Yes,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0498,Accra,James Town,Born outside country,25–34,Ghana,2–3,Mixed,No,Mixed,Yes,Mixed,Yes,Mixed,Yes,Yes,Mixed,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_0499,Accra,Madina,Born outside country,45–54,Ghana,6+,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0500,Accra,Old Fadama,Born in country,25–34,Niger,2–3,Mixed,Yes,Don't know,Yes,Yes,Yes,Yes,Don't know,Yes,Mixed,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Once or twice,Several times,Never,Not applicable,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0501,Accra,James Town,Born in country,25–34,Other,2–3,Mixed,Don't know,Don't know,Don't know,Mixed,Mixed,Mixed,Mixed,Yes,Yes,Mixed,No,No,No,Don't know,No,Don't know,Yes,Never,Never,Never,Once or twice,Once or twice,Never,Leave country,Yes,Move to third country,Move to third country,Yes
resp_0502,Johannesburg,Katlehong,Born outside country,35–44,South Africa,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Once or twice,Never,Once or twice,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0503,Johannesburg,Katlehong,Born outside country,25–34,Mozambique,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Once or twice,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0504,Johannesburg,Katlehong,Born in country,18–24,South Africa,6+,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0505,Nairobi,Kayole,Born outside country,18–24,Kenya,1,No,No,No,Mixed,Mixed,Mixed,Mixed,Mixed,Yes,Yes,Mixed,No,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Don't know,Yes
resp_0506,Nairobi,Kayole,Born outside country,18–24,Kenya,2–3,No,No,No,No,Mixed,Mixed,Mixed,Yes,Yes,Yes,Don't know,No,Yes,Yes,Yes,Don't know,Yes,No,Never,Never,Once or twice,Never,Never,Never,Stay in neighbourhood,Don't know,Don't know,Don't know,Don't know
resp_0507,Nairobi,Kayole,Born outside country,25–34,Kenya,1,No,Mixed,Mixed,Mixed,Mixed,Yes,Mixed,Mixed,Yes,Yes,Mixed,Mixed,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,Don't know,Don't know,Don't know,No
resp_0508,Nairobi,Kayole,Born outside country,25–34,Kenya,1,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Yes,Yes,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Don't know,Don't know,No
resp_0509,Nairobi,Kayole,Born in country,35–44,Tanzania,2–3,Yes,Yes,Yes,Yes,Mixed,Yes,Mixed,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Once or twice,Once or twice,Never,Never,Stay in neighbourhood,No,Stay here,Return to origin community,Yes
resp_0510,Nairobi,Kayole,Born outside country,25–34,Kenya,1,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_0511,Nairobi,Kayole,Born outside country,35–44,Kenya,1,Yes,Yes,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Yes,Mixed,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0512,Nairobi,Kayole,Born in country,35–44,Tanzania,2–3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Never,Never,Once or twice,Once or twice,Never,Never,Stay in neighbourhood,No,Stay here,Return to origin community,Yes
resp_0513,Accra,Madina,Born in country,35–44,Nigeria,2–3,Mixed,Don't know,Mixed,Mixed,Mixed,Mixed,Yes,Mixed,Don't know,Mixed,Mixed,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Move within city,Move to third country,Yes
resp_0514,Johannesburg,Katlehong,Born in country,25–34,Mozambique,2–3,Don't know,Don't know,Don't know,No,No,Yes,No,Don't know,No,No,Yes,No,No,No,No,No,No,No,Several times,Several times,Several times,Several times,Several times,Don't know,Leave country,No,Move within home country,Move within home country,Yes
resp_0515,Nairobi,Kayole,Born outside country,35–44,Kenya,4–5,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Once or twice,Once or twice,Never,Never,Leave country,No,Stay here,Stay here,Yes
resp_0516,Nairobi,Kayole,Born outside country,35–44,Kenya,4–5,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0517,Nairobi,Kayole,Born outside country,35–44,Kenya,6+,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Return to origin community,No
resp_0518,Accra,Old Fadama,Born outside country,35–44,Ghana,4–5,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Leave country,No,Move within city,Move within city,Yes
resp_0519,Nairobi,Kayole,Born in country,18–24,Other,2–3,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0520,Nairobi,Kayole,Born outside country,18–24,Kenya,4–5,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Leave country,No,Stay here,Move within city,Yes
resp_0521,Nairobi,Kayole,Born outside country,18–24,Kenya,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,Once or twice,Never,Once or twice,Once or twice,Never,Never,Leave country,No,Stay here,Don't know,Don't know
resp_0522,Nairobi,Kayole,Born outside country,55+,Kenya,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Don't know,Yes
resp_0523,Nairobi,Kayole,Born in country,25–34,Other,1,No,No,No,No,Mixed,Mixed,Mixed,Yes,Yes,Yes,Yes,Don't know,Yes,No,No,No,Yes,Yes,Never,Never,Never,Once or twice,Once or twice,Never,Stay in neighbourhood,No,Stay here,Return to origin community,Yes
resp_0524,Nairobi,Kayole,Born in country,35–44,Kenya,4–5,No,Don't know,Don't know,Yes,No,Mixed,No,No,Yes,Mixed,No,Don't know,No,No,No,No,No,No,Never,Never,Once or twice,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move within home country,Yes
resp_0525,Nairobi,Kayole,Born in country,25–34,Kenya,1,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,No,Never,Once or twice,Once or twice,Several times,Several times,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0526,Nairobi,Kayole,Born in country,18–24,Democratic Republic of the Congo,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Never,Never,Once or twice,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0527,Nairobi,Kayole,Born in country,25–34,Kenya,4–5,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Return to origin community,No
resp_0528,Nairobi,Kayole,Born outside country,35–44,Kenya,4–5,Don't know,Don't know,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Return to origin community,Yes
resp_0529,Nairobi,Kayole,Born outside country,25–34,Kenya,1,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Don't know,Stay here,Yes
resp_0530,Nairobi,Kayole,Born outside country,35–44,Kenya,2–3,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Once or twice,Never,Once or twice,Once or twice,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0531,Nairobi,Kayole,Born outside country,18–24,Kenya,1,No,No,No,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Once or twice,Once or twice,Once or twice,Once or twice,Once or twice,Leave country,No,Stay here,Stay here,Yes
resp_0532,Johannesburg,Katlehong,Born outside country,55+,South Africa,6+,Mixed,Mixed,Mixed,Don't know,Yes,Yes,Yes,Mixed,Yes,Yes,Mixed,Don't know,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Don't know,Don't know,No
resp_0533,Nairobi,Kayole,Born outside country,25–34,Kenya,2–3,Yes,Yes,Yes,Yes,Mixed,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Other,Yes
resp_0534,Johannesburg,Katlehong,Born outside country,55+,South Africa,2–3,Yes,Yes,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_0535,Johannesburg,Katlehong,Born outside country,25–34,South Africa,2–3,Mixed,Don't know,Yes,Don't know,Mixed,Mixed,Mixed,Mixed,No,No,Mixed,Don't know,Yes,No,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Move within city,Yes
resp_0536,Accra,Madina,Born outside country,25–34,Ghana,4–5,No,No,No,Don't know,No,No,No,Yes,Yes,No,No,Don't know,No,No,No,No,Yes,No,Never,Never,Once or twice,Once or twice,Never,Never,Move within country,No,Move within city,Move within city,Yes
resp_0537,Accra,James Town,Born outside country,35–44,Ghana,1,No,No,No,No,Mixed,Mixed,Mixed,Yes,Yes,Mixed,No,Yes,Yes,No,No,No,No,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_0538,Accra,James Town,Born outside country,45–54,Ghana,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0539,Johannesburg,Katlehong,Born outside country,25–34,South Africa,1,No,Mixed,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Move within city,Move within city,Yes
resp_0540,Johannesburg,Katlehong,Born outside country,25–34,South Africa,2–3,No,No,No,No,Mixed,Mixed,Mixed,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Several times,Never,Move within country,No,Stay here,Move within home country,Yes
resp_0541,Accra,Old Fadama,Born outside country,35–44,Ghana,4–5,Mixed,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Move within city,Yes
resp_0542,Nairobi,Kayole,Born outside country,25–34,Kenya,4–5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Several times,Never,Once or twice,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0543,Accra,James Town,Born in country,35–44,Niger,1,Mixed,Mixed,Mixed,Yes,Mixed,Mixed,Mixed,Yes,Yes,Yes,Mixed,No,Yes,Yes,No,Yes,No,No,Never,Once or twice,Several times,Several times,Several times,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_0544,Nairobi,Kayole,Born outside country,18–24,Democratic Republic of the Congo,4–5,No,No,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Yes,Don't know,Don't know,Don't know,No,Don't know,Don't know,No,No,Yes,Never,Never,Several times,Several times,Once or twice,Several times,Leave country,No,Stay here,Move to third country,Don't know
resp_0545,Accra,Old Fadama,Born outside country,25–34,Ghana,2–3,No,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Yes,Mixed,Mixed,No,Yes,Yes,Yes,Don't know,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,Don't know,Stay here,Move within home country,No
