respondent_id,city,neighbourhood,migrant_status,age_group,country_of_origin,household_size_group,trust_police,trust_councillor,trust_mayor,trust_traditional_leaders,trust_local_people,trust_country_people_local,trust_neighbours,trust_service_providers,trust_religious_leaders,trust_other_religious_leaders,trust_business_people,trust_judges,belong_here,close_to_neighbours,neighbourhood_cares,future_in_neighbourhood,feel_supported,perceived_outsider,discrimination_gender,discrimination_religion,discrimination_ethnicity,discrimination_origin,discrimination_economic_status,discrimination_political,stay_or_go,plans_to_move_2_6_months,medium_term_goal,long_term_goal,moving_good_way_to_get_ahead
resp_0904,Nairobi,Ongata Rongai,Born in country,45–54,Democratic Republic of the Congo,6+,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0905,Nairobi,Ongata Rongai,Born in country,18–24,Uganda,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Never,Never,Once or twice,Once or twice,Once or twice,Never,Stay in neighbourhood,No,Stay here,Move within home country,Yes
resp_0906,Accra,Old Fadama,Born outside country,25–34,Ghana,2–3,No,No,Don't know,Mixed,Yes,No,No,Yes,Yes,Yes,No,Don't know,Yes,No,No,No,No,No,Once or twice,Never,Once or twice,Once or twice,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Don't know
resp_0907,Johannesburg,Katlehong,Born in country,25–34,South Africa,2–3,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_0908,Johannesburg,Katlehong,Born outside country,18–24,South Africa,6+,No,No,No,Don't know,Mixed,Yes,Mixed,Yes,Don't know,No,Mixed,Mixed,No,No,Yes,No,Yes,Yes,Never,Don't know,Many times,Many times,Many times,Never,Leave country,No,Stay here,Don't know,No
resp_0909,Johannesburg,Katlehong,Born outside country,18–24,South Africa,4–5,No,Don't know,Don't know,Don't know,Mixed,Mixed,Mixed,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Never,Don't know,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0910,Johannesburg,Katlehong,Born outside country,45–54,South Africa,4–5,No,No,Mixed,Don't know,Mixed,Yes,Mixed,Yes,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Don't know,Move within city,Yes
resp_0911,Accra,Madina,Born outside country,45–54,Nigeria,2–3,Don't know,Don't know,Don't know,Don't know,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Don't know,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Don't know,Don't know,Yes
resp_0912,Johannesburg,Katlehong,Born outside country,35–44,South Africa,1,Yes,Yes,Mixed,Mixed,Mixed,Yes,Mixed,Yes,Yes,No,Mixed,Mixed,Yes,Yes,Yes,No,Yes,Yes,Never,Never,Several times,Several times,Once or twice,Never,Move within country,Don't know,Don't know,Return to origin community,Yes
resp_0913,Johannesburg,Katlehong,Born outside country,25–34,South Africa,6+,Mixed,No,No,No,Yes,Yes,Mixed,Yes,Yes,No,Mixed,Mixed,Yes,Yes,Don't know,Yes,Don't know,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,Don't know,Stay here,Return to origin community,Don't know
resp_0914,Johannesburg,Katlehong,Born outside country,55+,South Africa,1,Mixed,Mixed,Mixed,Yes,Yes,Yes,Yes,Mixed,Yes,No,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Don't know
resp_0915,Johannesburg,Katlehong,Born outside country,35–44,South Africa,1,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Mixed,Yes,No,No,No,No,No,No,Never,Never,Once or twice,Once or twice,Once or twice,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0916,Johannesburg,Katlehong,Born in country,35–44,Mozambique,4–5,No,No,Yes,No,No,Mixed,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Never,Never,Once or twice,Once or twice,Once or twice,Never,Stay in neighbourhood,No,Stay here,Stay here,Don't know
resp_0917,Johannesburg,Katlehong,Born outside country,18–24,South Africa,1,No,Yes,Yes,Don't know,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,Yes,Move within city,Move within city,Yes
resp_0918,Nairobi,Ongata Rongai,Born outside country,25–34,Kenya,1,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Return to origin community,Yes
resp_0919,Accra,James Town,Born in country,35–44,Other,1,Mixed,Mixed,Mixed,No,Mixed,Yes,Mixed,Mixed,No,No,Mixed,Mixed,No,No,No,Yes,No,Yes,Never,Never,Never,Never,Several times,Never,Move within country,No,Move within city,Move to third country,Yes
resp_0920,Nairobi,Ongata Rongai,Born outside country,25–34,Kenya,4–5,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Yes,Yes,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Once or twice,Never,Once or twice,Once or twice,Once or twice,Once or twice,Stay in neighbourhood,No,Stay here,Don't know,Don't know
resp_0921,Nairobi,Ongata Rongai,Born outside country,25–34,Kenya,2–3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_0922,Accra,Old Fadama,Born outside country,35–44,Ghana,1,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Yes,Mixed,Mixed,Mixed,No,Yes,Yes,No,Yes,Yes,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Return to origin community,Return to origin community,Yes
resp_0923,Accra,Madina,Born in country,25–34,Togo,2–3,Mixed,No,No,Mixed,Yes,Yes,Yes,Yes,Yes,No,Mixed,No,Yes,Yes,Yes,Yes,Yes,No,Once or twice,Once or twice,Once or twice,Once or twice,Never,Not applicable,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0924,Accra,Madina,Born outside country,55+,Ghana,2–3,No,No,No,No,Yes,Yes,Yes,Mixed,Yes,Mixed,Mixed,Mixed,Yes,No,Yes,Yes,Yes,No,Never,Never,Never,Never,Once or twice,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0925,Accra,James Town,Born outside country,25–34,Ghana,2–3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mixed,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Move within city,Move to third country,Yes
resp_0926,Accra,James Town,Born in country,25–34,Nigeria,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mixed,Yes,Don't know,Yes,Yes,Yes,No,Yes,Yes,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move to third country,Yes
resp_0927,Accra,James Town,Born in country,25–34,Nigeria,4–5,No,Don't know,Don't know,Mixed,Mixed,Yes,Mixed,Yes,Yes,No,Mixed,Yes,Yes,Yes,Yes,Don't know,Yes,No,Never,Never,Never,Once or twice,Once or twice,Never,Leave country,No,Stay here,Move to third country,Yes
resp_0928,Accra,Old Fadama,Born in country,25–34,Nigeria,1,Don't know,Don't know,Don't know,Don't know,Mixed,Mixed,Mixed,Don't know,Yes,No,Mixed,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Never,Never,Once or twice,Once or twice,Never,Never,Stay in neighbourhood,No,Stay here,Don't know,Yes
resp_0929,Accra,Old Fadama,Born in country,25–34,Nigeria,2–3,No,No,No,Mixed,No,Yes,Mixed,Mixed,No,No,No,No,Yes,No,No,Don't know,No,Yes,Never,Never,Several times,Many times,Never,Never,Leave country,Don't know,Don't know,Move to third country,Yes
resp_0930,Accra,Madina,Born outside country,18–24,Ghana,2–3,No,No,No,No,Mixed,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Leave country,No,Don't know,Return to origin community,Yes
resp_0931,Accra,Old Fadama,Born outside country,18–24,Nigeria,1,Mixed,Mixed,Mixed,Mixed,Mixed,Yes,Mixed,Mixed,Yes,Mixed,Mixed,Mixed,No,Yes,Yes,No,Yes,Yes,Never,Never,Never,Once or twice,Never,Never,Move within country,No,Move within city,Move to third country,Yes
resp_0932,Accra,James Town,Born in country,45–54,Benin,2–3,Mixed,No,No,No,Mixed,Mixed,Mixed,Mixed,Yes,No,Mixed,Mixed,Yes,Yes,No,Yes,No,No,Never,Never,Once or twice,Once or twice,Several times,Never,Stay in neighbourhood,No,Stay here,Move within city,No
resp_0933,Accra,Madina,Born in country,18–24,Togo,4–5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Leave country,No,Move to third country,Move to third country,Yes
resp_0934,Accra,James Town,Born in country,35–44,Niger,6+,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Don't know,Yes,Yes,Yes,Don't know,Yes,Yes,Never,Never,Never,Never,Once or twice,Never,Move within country,No,Stay here,Move within city,Yes
resp_0935,Accra,James Town,Born outside country,25–34,Ghana,2–3,Mixed,Mixed,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,Mixed,Yes,Mixed,Yes,Yes,Yes,No,Yes,Yes,Never,Never,Once or twice,Once or twice,Never,Never,Stay in neighbourhood,No,Don't know,Other,Yes
resp_0936,Accra,Old Fadama,Born in country,35–44,Niger,1,Yes,Yes,Don't know,Yes,Yes,Yes,Yes,Don't know,Yes,Don't know,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Several times,Several times,Once or twice,Not applicable,Stay in neighbourhood,No,Stay here,Stay here,No
resp_0937,Accra,Old Fadama,Born outside country,35–44,Ghana,4–5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Don't know
resp_0938,Accra,James Town,Born outside country,35–44,Ghana,4–5,Mixed,Mixed,Mixed,No,Mixed,Mixed,Mixed,Mixed,Yes,Yes,Mixed,No,No,No,No,No,No,Yes,Once or twice,Never,Never,Once or twice,Several times,Never,Move within country,No,Move within home country,Move within home country,Yes
resp_0939,Accra,Madina,Born outside country,55+,Ghana,2–3,Yes,Yes,Yes,Yes,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0940,Accra,James Town,Born in country,25–34,Ghana,1,Yes,No,No,Mixed,No,Yes,No,Mixed,Yes,No,Mixed,Yes,No,No,Don't know,Yes,Yes,Yes,Never,Never,Once or twice,Once or twice,Never,Never,Leave country,No,Return to origin community,Move to third country,Yes
resp_0941,Accra,James Town,Born in country,35–44,Togo,1,Mixed,Mixed,No,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move to third country,Yes
resp_0942,Accra,James Town,Born outside country,25–34,Ghana,6+,Yes,Yes,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,Mixed,Yes,Mixed,Yes,Yes,No,Yes,Yes,No,Never,Never,Never,Never,Never,Once or twice,Move within country,No,Stay here,Stay here,No
resp_0943,Accra,Madina,Born in country,18–24,Togo,2–3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Don't know,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Never,Never,Never,Never,Never,Never,Leave country,No,Move to third country,Move to third country,Yes
resp_0944,Accra,James Town,Born outside country,25–34,Ghana,2–3,No,No,No,Yes,Yes,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Leave country,No,Move to third country,Move to third country,Yes
resp_0945,Accra,Madina,Born outside country,18–24,Ghana,6+,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Move within city,Move within city,Yes
resp_0946,Accra,Madina,Born in country,25–34,Benin,2–3,Mixed,No,No,No,Mixed,Yes,Mixed,Yes,Yes,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Leave country,No,Stay here,Return to origin community,Yes
resp_0947,Nairobi,Ongata Rongai,Born outside country,45–54,Kenya,1,Yes,Don't know,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Once or twice,Stay in neighbourhood,No,Return to origin community,Return to origin community,Yes
resp_0948,Nairobi,Ongata Rongai,Born outside country,25–34,Kenya,4–5,Yes,No,Yes,Yes,Don't know,Yes,Yes,Don't know,Yes,Don't know,Yes,Yes,No,Yes,Don't know,Don't know,Don't know,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0949,Nairobi,Ongata Rongai,Born outside country,25–34,Kenya,1,No,Yes,Yes,Yes,Mixed,Mixed,Mixed,Yes,Yes,No,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Don't know,Yes
resp_0950,Nairobi,Ongata Rongai,Born in country,18–24,Democratic Republic of the Congo,2–3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move to third country,Yes
resp_0951,Nairobi,Ongata Rongai,Born outside country,35–44,Democratic Republic of the Congo,4–5,Yes,Yes,Don't know,Yes,Mixed,Mixed,Mixed,Mixed,Yes,Yes,Mixed,Don't know,Yes,Yes,No,Yes,Yes,Yes,Once or twice,Never,Several times,Several times,Once or twice,Never,Leave country,Don't know,Move to third country,Move to third country,Yes
resp_0952,Nairobi,Ongata Rongai,Born in country,25–34,Democratic Republic of the Congo,2–3,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Once or twice,Never,Once or twice,Several times,Once or twice,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0953,Nairobi,Ongata Rongai,Born outside country,25–34,Kenya,2–3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Return to origin community,No
resp_0954,Nairobi,Ongata Rongai,Born outside country,55+,Kenya,6+,No,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Don't know,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Move within home country,Return to origin community,Yes
resp_0955,Nairobi,Ongata Rongai,Born outside country,25–34,Kenya,2–3,No,Don't know,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Return to origin community,Yes
resp_0956,Nairobi,Ongata Rongai,Born outside country,18–24,Democratic Republic of the Congo,2–3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0957,Nairobi,Ongata Rongai,Born outside country,25–34,Kenya,2–3,Mixed,Mixed,Yes,Mixed,Mixed,No,Mixed,Yes,Yes,Yes,Mixed,No,Yes,No,No,Yes,Yes,No,Never,Never,Once or twice,Once or twice,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0958,Nairobi,Ongata Rongai,Born outside country,25–34,Kenya,4–5,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,Yes,Move within home country,Move within home country,Yes
resp_0959,Nairobi,Ongata Rongai,Born outside country,25–34,Kenya,2–3,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Mixed,Yes,No,Mixed,Yes,No,Yes,Don't know,Don't know,No,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0960,Nairobi,Ongata Rongai,Born outside country,18–24,Kenya,2–3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move to third country,Yes
resp_0961,Nairobi,Ongata Rongai,Born outside country,18–24,Democratic Republic of the Congo,2–3,Mixed,Mixed,No,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Never,Never,Several times,Once or twice,Once or twice,Never,Leave country,No,Stay here,Move to third country,Yes
resp_0962,Nairobi,Ongata Rongai,Born outside country,25–34,Kenya,4–5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move within home country,No
resp_0963,Nairobi,Ongata Rongai,Born outside country,18–24,Kenya,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Once or twice,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move within city,Yes
resp_0964,Nairobi,Ongata Rongai,Born outside country,35–44,Kenya,2–3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0965,Nairobi,Ongata Rongai,Born outside country,25–34,Kenya,2–3,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Never,Never,Once or twice,Once or twice,Once or twice,Never,Leave country,No,Stay here,Move within city,Yes
resp_0966,Accra,Old Fadama,Born outside country,18–24,Ghana,2–3,No,No,No,Mixed,No,No,No,Mixed,Yes,Mixed,No,No,Yes,No,No,Yes,No,No,Never,Never,Never,Not applicable,Never,Never,Move within country,No,Stay here,Move within city,Yes
resp_0967,Nairobi,Ongata Rongai,Born in country,25–34,Democratic Republic of the Congo,4–5,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Once or twice,Several times,Once or twice,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_0968,Nairobi,Ongata Rongai,Born outside country,35–44,Kenya,4–5,Yes,Yes,Yes,Yes,No,Don't know,Mixed,Yes,Yes,No,Don't know,Yes,Yes,Yes,Don't know,Don't know,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0969,Accra,Old Fadama,Born in country,45–54,Niger,4–5,No,Don't know,Don't know,Don't know,No,Mixed,No,Mixed,Yes,Mixed,No,No,No,No,No,Yes,No,Yes,Never,Never,Once or twice,Once or twice,Never,Not applicable,Move within country,No,Stay here,Don't know,Yes
resp_0970,Nairobi,Ongata Rongai,Born outside country,25–34,Kenya,1,Yes,No,No,No,Mixed,Mixed,Mixed,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Never,Never,Never,Never,Never,Never,Leave country,No,Move within home country,Move to third country,Yes
resp_0971,Johannesburg,Katlehong,Born in country,35–44,Ethiopia,2–3,Yes,Yes,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Stay here,Yes
resp_0972,Nairobi,Ongata Rongai,Born outside country,18–24,Kenya,2–3,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Mixed,Yes,Yes,Mixed,Don't know,Yes,Yes,Yes,Yes,Yes,No,Once or twice,Never,Once or twice,Once or twice,Once or twice,Not applicable,Move within country,No,Stay here,Move within home country,Yes
resp_0973,Nairobi,Ongata Rongai,Born outside country,25–34,Kenya,2–3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Other,No
resp_0974,Nairobi,Ongata Rongai,Born outside country,25–34,Kenya,2–3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Don't know,Yes,No,Never,Never,Never,Never,Never,Never,Leave country,No,Don't know,Don't know,Yes
resp_0975,Accra,Madina,Born outside country,35–44,Ghana,4–5,Yes,No,Yes,No,Mixed,Yes,Yes,Yes,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Once or twice,Never,Leave country,No,Stay here,Stay here,Yes
resp_0976,Nairobi,Ongata Rongai,Born outside country,25–34,Kenya,2–3,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Move within city,Yes
resp_0977,Accra,Old Fadama,Born outside country,45–54,Ghana,6+,Yes,Yes,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,Mixed,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move within city,Yes
resp_0978,Johannesburg,Katlehong,Born in country,35–44,Mozambique,1,Yes,Yes,Yes,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Never,Never,Once or twice,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0979,Nairobi,Ongata Rongai,Born outside country,25–34,Kenya,6+,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_0980,Nairobi,Ongata Rongai,Born outside country,25–34,Kenya,4–5,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_0981,Nairobi,Ongata Rongai,Born outside country,25–34,Kenya,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Move within home country,No
resp_0982,Nairobi,Ongata Rongai,Born outside country,25–34,Kenya,4–5,Mixed,Mixed,Mixed,Yes,Yes,Yes,Mixed,Mixed,Yes,Yes,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Once or twice,Never,Stay in neighbourhood,No,Stay here,Stay here,Don't know
resp_0983,Accra,Old Fadama,Born outside country,25–34,Ghana,1,Yes,Yes,Yes,Mixed,Yes,Mixed,Mixed,Mixed,Yes,Mixed,Mixed,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Leave country,No,Stay here,Don't know,Don't know
resp_0984,Accra,Madina,Born outside country,25–34,Ghana,4–5,No,No,No,No,No,No,No,Mixed,Don't know,No,Mixed,No,Yes,Yes,Yes,Don't know,Yes,No,Never,Never,Never,Never,Never,Never,Leave country,No,Don't know,Move to third country,No
resp_0985,Johannesburg,Katlehong,Born outside country,35–44,South Africa,2–3,No,No,No,Don't know,Mixed,Yes,Yes,Don't know,Don't know,Don't know,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_0986,Johannesburg,Katlehong,Born in country,25–34,Zimbabwe,1,Yes,Don't know,Don't know,Don't know,Yes,Yes,Yes,Don't know,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Once or twice,Once or twice,Once or twice,Never,Stay in neighbourhood,No,Stay here,Stay here,Yes
resp_0987,Nairobi,Ongata Rongai,Born outside country,25–34,Kenya,4–5,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Move within city,Yes
resp_0988,Accra,Old Fadama,Born outside country,25–34,Ghana,1,No,No,No,Yes,Yes,Mixed,Mixed,Yes,Yes,Mixed,Mixed,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Return to origin community,Yes
resp_0989,Accra,Madina,Born in country,35–44,Niger,4–5,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Never,Never,Once or twice,Once or twice,Never,Never,Stay in neighbourhood,No,Stay here,Don't know,Yes
resp_0990,Johannesburg,Katlehong,Born in country,25–34,South Africa,2–3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_0991,Johannesburg,Katlehong,Born in country,25–34,South Africa,1,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Never,Never,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_0992,Johannesburg,Katlehong,Born outside country,35–44,South Africa,2–3,No,Yes,Yes,Don't know,Yes,Mixed,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Several times,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
resp_0993,Johannesburg,Katlehong,Born outside country,45–54,South Africa,2–3,No,No,No,Don't know,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Never,Never,Never,Never,Never,Never,Move within country,No,Stay here,Stay here,Yes
resp_0994,Johannesburg,Katlehong,Born in country,35–44,South Africa,2–3,No,Yes,Yes,Don't know,Yes,Mixed,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Never,Several times,Never,Never,Never,Never,Stay in neighbourhood,No,Stay here,Stay here,No
