site_code,city,jhb_neighbourhood,accra_neighbourhood,nairobi_neighbourhood,age_group,gender,migrant_status,education_group,employment_status
297652,Johannesburg,Berea,-1,-1,18-24,Male,Migrant,Primary,Missing
297654,Johannesburg,Berea,-1,-1,35-44,Female,Migrant,Secondary,Missing
297655,Johannesburg,Berea,-1,-1,25-34,Female,Non-migrant,Missing,Employed
297656,Johannesburg,Berea,-1,-1,25-34,Male,Migrant,Secondary,Missing
297657,Johannesburg,Berea,-1,-1,35-44,Male,Non-migrant,Secondary,Missing
297658,Johannesburg,Berea,-1,-1,35-44,Female,Migrant,Secondary,Missing
297659,Johannesburg,Berea,-1,-1,18-24,Female,Migrant,Secondary,Unemployed
297660,Johannesburg,Berea,-1,-1,25-34,Female,Migrant,Secondary,Missing
297661,Johannesburg,Berea,-1,-1,18-24,Female,Migrant,Secondary,Student
297663,Johannesburg,Berea,-1,-1,35-44,Male,Non-migrant,Primary,Employed
297666,Johannesburg,Berea,-1,-1,35-44,Male,Non-migrant,Tertiary,Missing
297667,Johannesburg,Berea,-1,-1,18-24,Male,Non-migrant,Secondary,Student
297668,Johannesburg,Berea,-1,-1,25-34,Female,Migrant,Secondary,Missing
