site_code,city,jhb_neighbourhood,accra_neighbourhood,nairobi_neighbourhood,age_group,gender,migrant_status,education_group,employment_status
284467,Johannesburg,Katlehong,-1,-1,35-44,Male,Non-migrant,Missing,Unemployed
284468,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Missing,Missing
284472,Nairobi,-1,-1,Ongata Rongai,55+,Female,Migrant,Missing,Employed
284473,Accra,-1,James Town,-1,35-44,Male,Migrant,Primary,Employed
284474,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Tertiary,Employed
284477,Accra,-1,Old Fadama,-1,35-44,Female,Migrant,No formal schooling,Employed
284481,Accra,-1,James Town,-1,35-44,Male,Non-migrant,Secondary,Employed
284484,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Primary,Missing
284486,Accra,-1,Old Fadama,-1,35-44,Female,Non-migrant,Primary,Employed
284487,Accra,-1,Madina,-1,55+,Female,Migrant,Primary,Employed
284491,Nairobi,-1,-1,Ongata Rongai,18-24,Male,Non-migrant,Tertiary,Student
284496,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Tertiary,Unemployed
284498,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Non-migrant,Secondary,Unemployed
284499,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Secondary,Employed
284502,Accra,-1,Old Fadama,-1,35-44,Male,Non-migrant,No formal schooling,Employed
284503,Accra,-1,Madina,-1,55+,Female,Migrant,Tertiary,Employed
284504,Accra,-1,James Town,-1,25-34,Male,Migrant,Missing,Missing
284512,Accra,-1,James Town,-1,18-24,Male,Migrant,Secondary,Missing
284517,Accra,-1,Madina,-1,18-24,Male,Non-migrant,Secondary,Missing
284524,Accra,-1,Old Fadama,-1,25-34,Female,Migrant,No formal schooling,Employed
284530,Accra,-1,Madina,-1,25-34,Female,Migrant,Secondary,Employed
284532,Accra,-1,Old Fadama,-1,45-54,Male,Non-migrant,Secondary,Employed
284536,Accra,-1,James Town,-1,25-34,Female,Migrant,Secondary,Employed
284537,Accra,-1,Madina,-1,18-24,Male,Non-migrant,Primary,Missing
284538,Accra,-1,James Town,-1,25-34,Female,Non-migrant,Tertiary,Employed
284573,Accra,-1,James Town,-1,25-34,Female,Migrant,Primary,Employed
284577,Accra,-1,Madina,-1,18-24,Female,Non-migrant,Secondary,Missing
284578,Accra,-1,Madina,-1,25-34,Female,Migrant,Primary,Missing
284579,Accra,-1,Madina,-1,18-24,Male,Migrant,Secondary,Employed
284582,Accra,-1,Old Fadama,-1,25-34,Female,Migrant,No formal schooling,Missing
284584,Accra,-1,Old Fadama,-1,25-34,Male,Migrant,Primary,Employed
284588,Accra,-1,Old Fadama,-1,18-24,Male,Migrant,Secondary,Employed
284606,Accra,-1,James Town,-1,35-44,Female,Non-migrant,Secondary,Employed
284610,Accra,-1,Madina,-1,35-44,Male,Migrant,Secondary,Missing
284611,Accra,-1,James Town,-1,35-44,Male,Migrant,Primary,Unemployed
284615,Accra,-1,Madina,-1,35-44,Female,Migrant,Primary,Employed
284896,Accra,-1,Old Fadama,-1,35-44,Female,Migrant,Primary,Employed
284898,Accra,-1,Old Fadama,-1,45-54,Female,Non-migrant,Secondary,Employed
284945,Accra,-1,Old Fadama,-1,35-44,Male,Migrant,Primary,Employed
284947,Accra,-1,Madina,-1,45-54,Male,Migrant,Secondary,Missing
284949,Accra,-1,James Town,-1,35-44,Male,Migrant,Secondary,Missing
284958,Accra,-1,Madina,-1,18-24,Male,Migrant,No formal schooling,Missing
284961,Accra,-1,Old Fadama,-1,25-34,Male,Migrant,No formal schooling,Missing
284963,Accra,-1,Old Fadama,-1,18-24,Male,Non-migrant,Secondary,Missing
284966,Accra,-1,Madina,-1,45-54,Female,Migrant,Primary,Employed
284997,Accra,-1,Old Fadama,-1,18-24,Female,Migrant,Primary,Employed
284998,Accra,-1,James Town,-1,45-54,Female,Non-migrant,No formal schooling,Employed
285004,Accra,-1,Old Fadama,-1,18-24,Female,Migrant,Primary,Employed
285006,Accra,-1,Madina,-1,35-44,Male,Migrant,Primary,Employed
285007,Accra,-1,Madina,-1,18-24,Male,Non-migrant,Primary,Missing
285011,Accra,-1,James Town,-1,45-54,Female,Migrant,Secondary,Employed
285022,Accra,-1,Old Fadama,-1,18-24,Female,Migrant,No formal schooling,Missing
285023,Accra,-1,Old Fadama,-1,18-24,Female,Migrant,Primary,Missing
285024,Accra,-1,James Town,-1,18-24,Male,Migrant,Secondary,Unemployed
285027,Accra,-1,Old Fadama,-1,45-54,Male,Migrant,Primary,Missing
285070,Accra,-1,James Town,-1,18-24,Female,Migrant,Primary,Employed
285073,Accra,-1,Madina,-1,25-34,Male,Non-migrant,Secondary,Missing
285079,Accra,-1,James Town,-1,25-34,Male,Migrant,Secondary,Missing
285081,Accra,-1,Old Fadama,-1,25-34,Male,Non-migrant,Secondary,Missing
285083,Accra,-1,Madina,-1,35-44,Female,Migrant,Secondary,Employed
285092,Accra,-1,Old Fadama,-1,55+,Male,Non-migrant,No formal schooling,Missing
285094,Accra,-1,Old Fadama,-1,35-44,Female,Non-migrant,No formal schooling,Missing
285099,Accra,-1,Madina,-1,18-24,Male,Migrant,Secondary,Student
285101,Accra,-1,James Town,-1,Missing,Male,Non-migrant,Secondary,Missing
285103,Accra,-1,Madina,-1,55+,Female,Non-migrant,Secondary,Missing
285104,Accra,-1,Madina,-1,25-34,Female,Non-migrant,Tertiary,Unemployed
285106,Accra,-1,James Town,-1,25-34,Male,Migrant,Primary,Employed
285107,Accra,-1,Madina,-1,18-24,Female,Migrant,Secondary,Unemployed
285108,Accra,-1,Madina,-1,35-44,Female,Migrant,Secondary,Employed
285109,Accra,-1,Madina,-1,25-34,Female,Migrant,Secondary,Employed
285350,Accra,-1,Old Fadama,-1,25-34,Female,Migrant,Secondary,Missing
285362,Accra,-1,Old Fadama,-1,25-34,Female,Migrant,Secondary,Missing
285376,Accra,-1,Old Fadama,-1,25-34,Female,Migrant,Primary,Employed
285383,Accra,-1,Old Fadama,-1,18-24,Female,Non-migrant,Secondary,Missing
285430,Accra,-1,James Town,-1,25-34,Female,Non-migrant,Secondary,Employed
285434,Accra,-1,Old Fadama,-1,35-44,Female,Non-migrant,Secondary,Missing
285452,Accra,-1,James Town,-1,25-34,Female,Non-migrant,Primary,Unemployed
285456,Accra,-1,Old Fadama,-1,35-44,Female,Non-migrant,Primary,Missing
285459,Accra,-1,Madina,-1,45-54,Female,Migrant,No formal schooling,Employed
285461,Accra,-1,Old Fadama,-1,25-34,Female,Migrant,Tertiary,Missing
285462,Accra,-1,James Town,-1,35-44,Female,Non-migrant,Primary,Employed
285463,Accra,-1,James Town,-1,25-34,Female,Migrant,Secondary,Unemployed
285464,Accra,-1,James Town,-1,25-34,Female,Migrant,Primary,Employed
285465,Accra,-1,Madina,-1,35-44,Female,Non-migrant,Primary,Missing
285471,Accra,-1,James Town,-1,25-34,Male,Migrant,Missing,Missing
285474,Accra,-1,Madina,-1,18-24,Male,Migrant,Secondary,Missing
285477,Accra,-1,Old Fadama,-1,25-34,Male,Non-migrant,Secondary,Missing
285478,Accra,-1,James Town,-1,35-44,Female,Non-migrant,Primary,Employed
285479,Accra,-1,Old Fadama,-1,35-44,Female,Migrant,No formal schooling,Employed
285480,Accra,-1,James Town,-1,25-34,Male,Non-migrant,Secondary,Unemployed
285482,Accra,-1,James Town,-1,25-34,Male,Non-migrant,Secondary,Missing
285483,Accra,-1,Madina,-1,18-24,Female,Migrant,Secondary,Unemployed
285486,Accra,-1,Madina,-1,25-34,Male,Non-migrant,Secondary,Employed
285487,Accra,-1,Old Fadama,-1,18-24,Female,Non-migrant,Primary,Missing
285488,Accra,-1,Madina,-1,45-54,Female,Migrant,Secondary,Missing
285489,Accra,-1,Old Fadama,-1,18-24,Female,Migrant,Secondary,Missing
285780,Nairobi,-1,-1,Ongata Rongai,35-44,Male,Non-migrant,Tertiary,Employed
285781,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Non-migrant,Secondary,Missing
285785,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Tertiary,Missing
285786,Nairobi,-1,-1,Ongata Rongai,45-54,Male,Non-migrant,Secondary,Unemployed
285794,Nairobi,-1,-1,Ongata Rongai,45-54,Male,Non-migrant,Tertiary,Unemployed
285798,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Non-migrant,Secondary,Employed
285802,Nairobi,-1,-1,Ongata Rongai,45-54,Male,Non-migrant,Tertiary,Employed
285805,Nairobi,-1,-1,Ongata Rongai,18-24,Female,Non-migrant,Missing,Missing
285806,Nairobi,-1,-1,Ongata Rongai,45-54,Female,Migrant,Tertiary,Unemployed
285811,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Non-migrant,Secondary,Employed
285812,Nairobi,-1,-1,Ongata Rongai,18-24,Female,Migrant,Primary,Unemployed
285818,Nairobi,-1,-1,Ongata Rongai,35-44,Female,Non-migrant,Secondary,Unemployed
285819,Accra,-1,Old Fadama,-1,35-44,Male,Migrant,Primary,Missing
285820,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Non-migrant,Missing,Employed
285825,Nairobi,-1,-1,Ongata Rongai,35-44,Female,Migrant,Primary,Unemployed
285826,Nairobi,-1,-1,Ongata Rongai,35-44,Male,Migrant,Secondary,Missing
285828,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Secondary,Employed
285829,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Non-migrant,Missing,Employed
285841,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Non-migrant,Secondary,Unemployed
285842,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Secondary,Unemployed
285851,Nairobi,-1,-1,Ongata Rongai,18-24,Female,Non-migrant,Missing,Unemployed
285852,Nairobi,-1,-1,Ongata Rongai,18-24,Female,Non-migrant,Secondary,Unemployed
285854,Nairobi,-1,-1,Ongata Rongai,18-24,Male,Non-migrant,Primary,Missing
285855,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Non-migrant,Primary,Employed
285857,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Non-migrant,Secondary,Unemployed
285858,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Non-migrant,Secondary,Unemployed
285866,Nairobi,-1,-1,Ongata Rongai,18-24,Female,Non-migrant,Secondary,Student
285867,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Non-migrant,Secondary,Missing
285868,Accra,-1,Old Fadama,-1,18-24,Male,Migrant,Primary,Missing
285869,Nairobi,-1,-1,Ongata Rongai,45-54,Male,Non-migrant,Secondary,Unemployed
285877,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Non-migrant,Secondary,Unemployed
285878,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Secondary,Employed
285883,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Non-migrant,Secondary,Missing
285900,Nairobi,-1,-1,Ongata Rongai,35-44,Female,Non-migrant,Secondary,Employed
285910,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Primary,Employed
285917,Nairobi,-1,-1,Ongata Rongai,45-54,Female,Non-migrant,Primary,Unemployed
285918,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Non-migrant,Tertiary,Student
285925,Nairobi,-1,-1,Ongata Rongai,35-44,Female,Non-migrant,No formal schooling,Unemployed
285927,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Tertiary,Missing
285933,Accra,-1,Old Fadama,-1,35-44,Male,Migrant,Secondary,Employed
285935,Accra,-1,Madina,-1,45-54,Male,Migrant,Secondary,Missing
285937,Accra,-1,Old Fadama,-1,25-34,Female,Migrant,No formal schooling,Missing
285952,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Primary,Unemployed
285953,Accra,-1,Old Fadama,-1,25-34,Female,Migrant,Primary,Missing
285967,Nairobi,-1,-1,Ongata Rongai,18-24,Male,Non-migrant,Missing,Missing
285972,Accra,-1,Madina,-1,18-24,Female,Migrant,No formal schooling,Missing
285973,Accra,-1,Old Fadama,-1,25-34,Male,Migrant,Primary,Employed
285978,Accra,-1,James Town,-1,25-34,Male,Non-migrant,Secondary,Missing
285986,Nairobi,-1,-1,Ongata Rongai,45-54,Male,Non-migrant,Primary,Missing
285987,Nairobi,-1,-1,Ongata Rongai,18-24,Male,Migrant,Primary,Missing
285988,Nairobi,-1,-1,Ongata Rongai,35-44,Male,Non-migrant,Secondary,Employed
285990,Accra,-1,Madina,-1,35-44,Male,Migrant,Missing,Missing
285994,Accra,-1,James Town,-1,18-24,Female,Migrant,Primary,Missing
285996,Nairobi,-1,-1,Ongata Rongai,45-54,Female,Non-migrant,Secondary,Employed
286001,Accra,-1,Old Fadama,-1,25-34,Male,Migrant,Primary,Employed
286003,Nairobi,-1,-1,Ongata Rongai,35-44,Male,Migrant,Primary,Missing
286004,Accra,-1,Old Fadama,-1,35-44,Male,Migrant,Secondary,Employed
286012,Accra,-1,James Town,-1,25-34,Male,Non-migrant,Primary,Missing
286015,Accra,-1,Old Fadama,-1,35-44,Female,Migrant,No formal schooling,Employed
286017,Accra,-1,James Town,-1,35-44,Male,Non-migrant,Tertiary,Missing
286019,Accra,-1,James Town,-1,35-44,Male,Non-migrant,No formal schooling,Missing
286020,Accra,-1,Madina,-1,25-34,Female,Migrant,Secondary,Unemployed
286021,Accra,-1,Madina,-1,18-24,Female,Migrant,Secondary,Employed
286022,Accra,-1,James Town,-1,35-44,Male,Migrant,Secondary,Employed
286024,Accra,-1,Madina,-1,25-34,Female,Migrant,Secondary,Employed
286030,Accra,-1,Old Fadama,-1,25-34,Female,Migrant,No formal schooling,Employed
286049,Accra,-1,James Town,-1,35-44,Male,Migrant,Secondary,Missing
286051,Accra,-1,Old Fadama,-1,35-44,Male,Non-migrant,Primary,Employed
286054,Accra,-1,Old Fadama,-1,25-34,Female,Non-migrant,Secondary,Unemployed
286055,Nairobi,-1,-1,Ongata Rongai,35-44,Male,Non-migrant,Secondary,Unemployed
286057,Nairobi,-1,-1,Ongata Rongai,18-24,Female,Non-migrant,Primary,Unemployed
286058,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Missing,Missing
286059,Accra,-1,James Town,-1,25-34,Female,Migrant,Primary,Employed
286061,Accra,-1,James Town,-1,35-44,Female,Migrant,Primary,Missing
286064,Accra,-1,Madina,-1,35-44,Female,Migrant,Secondary,Missing
286065,Accra,-1,James Town,-1,35-44,Female,Migrant,Primary,Employed
286066,Accra,-1,Madina,-1,35-44,Male,Migrant,Primary,Missing
286067,Accra,-1,Madina,-1,25-34,Female,Migrant,Secondary,Employed
286068,Accra,-1,Madina,-1,18-24,Female,Migrant,Secondary,Missing
286069,Accra,-1,James Town,-1,35-44,Female,Migrant,Primary,Missing
286070,Accra,-1,James Town,-1,25-34,Male,Non-migrant,Primary,Missing
286071,Accra,-1,Madina,-1,35-44,Female,Non-migrant,Missing,Missing
286335,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Primary,Missing
286337,Nairobi,-1,-1,Ongata Rongai,18-24,Male,Migrant,Secondary,Student
286353,Nairobi,-1,-1,Ongata Rongai,35-44,Male,Migrant,Secondary,Unemployed
286355,Nairobi,-1,-1,Ongata Rongai,18-24,Male,Migrant,Missing,Missing
286356,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Tertiary,Student
286361,Nairobi,-1,-1,Ongata Rongai,45-54,Male,Migrant,Tertiary,Employed
286366,Nairobi,-1,-1,Ongata Rongai,18-24,Male,Migrant,Secondary,Missing
286374,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Tertiary,Missing
286375,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Primary,Missing
286376,Nairobi,-1,-1,Ongata Rongai,35-44,Female,Migrant,Secondary,Unemployed
286379,Nairobi,-1,-1,Ongata Rongai,18-24,Male,Migrant,Secondary,Unemployed
286386,Nairobi,-1,-1,Ongata Rongai,35-44,Female,Migrant,Primary,Missing
286389,Nairobi,-1,-1,Ongata Rongai,18-24,Female,Migrant,Tertiary,Student
286393,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Secondary,Employed
286396,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Secondary,Missing
286400,Nairobi,-1,-1,Ongata Rongai,45-54,Female,Non-migrant,Primary,Missing
286404,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Secondary,Missing
286405,Accra,-1,Old Fadama,-1,55+,Male,Non-migrant,Primary,Employed
286410,Nairobi,-1,-1,Ongata Rongai,18-24,Male,Migrant,Secondary,Missing
286411,Nairobi,-1,-1,Ongata Rongai,18-24,Female,Migrant,Secondary,Missing
286416,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Tertiary,Missing
286427,Johannesburg,Katlehong,-1,-1,45-54,Female,Migrant,Primary,Employed
286432,Nairobi,-1,-1,Ongata Rongai,18-24,Female,Migrant,Missing,Unemployed
286435,Johannesburg,Katlehong,-1,-1,18-24,Male,Migrant,Secondary,Missing
286442,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Secondary,Missing
286443,Nairobi,-1,-1,Ongata Rongai,35-44,Female,Migrant,Secondary,Unemployed
286444,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Secondary,Missing
286445,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Primary,Missing
286450,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Tertiary,Employed
286451,Nairobi,-1,-1,Ongata Rongai,55+,Female,Migrant,Primary,Missing
286453,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Missing,Missing
286456,Johannesburg,Katlehong,-1,-1,45-54,Male,Migrant,Primary,Unemployed
286457,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Non-migrant,Secondary,Employed
286458,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Secondary,Missing
286460,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Primary,Employed
286463,Accra,-1,Old Fadama,-1,25-34,Male,Migrant,Secondary,Employed
286465,Accra,-1,Madina,-1,25-34,Male,Migrant,Primary,Missing
286468,Johannesburg,Katlehong,-1,-1,25-34,Male,Non-migrant,Secondary,Missing
286469,Johannesburg,Katlehong,-1,-1,35-44,Female,Non-migrant,Missing,Missing
286470,Johannesburg,Katlehong,-1,-1,25-34,Male,Migrant,Primary,Employed
286471,Johannesburg,Katlehong,-1,-1,25-34,Male,Migrant,Primary,Unemployed
286474,Nairobi,-1,-1,Ongata Rongai,35-44,Female,Migrant,Secondary,Unemployed
286475,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Secondary,Employed
286484,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Tertiary,Employed
286485,Accra,-1,Madina,-1,25-34,Female,Migrant,Secondary,Employed
286486,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Secondary,Unemployed
286487,Nairobi,-1,-1,Ongata Rongai,45-54,Male,Migrant,Tertiary,Missing
286489,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Tertiary,Unemployed
286490,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Primary,Missing
286491,Nairobi,-1,-1,Ongata Rongai,45-54,Male,Migrant,Secondary,Missing
286492,Accra,-1,Madina,-1,18-24,Male,Non-migrant,Secondary,Missing
286495,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Tertiary,Missing
286498,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Tertiary,Missing
286500,Johannesburg,Katlehong,-1,-1,35-44,Male,Migrant,Secondary,Missing
286501,Johannesburg,Katlehong,-1,-1,35-44,Male,Migrant,No formal schooling,Missing
286503,Accra,-1,Old Fadama,-1,35-44,Female,Migrant,No formal schooling,Employed
286508,Nairobi,-1,-1,Ongata Rongai,18-24,Female,Non-migrant,Primary,Unemployed
286509,Nairobi,-1,-1,Ongata Rongai,35-44,Female,Migrant,Tertiary,Unemployed
286512,Johannesburg,Katlehong,-1,-1,25-34,Male,Non-migrant,Secondary,Employed
286513,Accra,-1,Old Fadama,-1,18-24,Female,Migrant,Secondary,Employed
286516,Johannesburg,Katlehong,-1,-1,18-24,Female,Migrant,Primary,Unemployed
286517,Johannesburg,Katlehong,-1,-1,35-44,Male,Migrant,Missing,Unemployed
286518,Accra,-1,Old Fadama,-1,18-24,Female,Non-migrant,Secondary,Missing
286520,Johannesburg,Katlehong,-1,-1,35-44,Male,Migrant,Primary,Missing
286526,Nairobi,-1,-1,Ongata Rongai,18-24,Male,Migrant,Secondary,Missing
286530,Nairobi,-1,-1,Ongata Rongai,45-54,Female,Non-migrant,Secondary,Employed
286534,Nairobi,-1,-1,Ongata Rongai,18-24,Male,Non-migrant,Secondary,Missing
286537,Accra,-1,Old Fadama,-1,25-34,Female,Migrant,Primary,Employed
286540,Johannesburg,Katlehong,-1,-1,25-34,Male,Non-migrant,Secondary,Missing
286542,Johannesburg,Katlehong,-1,-1,18-24,Female,Migrant,Secondary,Unemployed
286543,Johannesburg,Katlehong,-1,-1,18-24,Male,Migrant,Secondary,Unemployed
286545,Johannesburg,Katlehong,-1,-1,45-54,Female,Migrant,Secondary,Employed
286550,Accra,-1,Madina,-1,45-54,Female,Migrant,Tertiary,Missing
286552,Johannesburg,Katlehong,-1,-1,35-44,Male,Migrant,Secondary,Unemployed
286553,Johannesburg,Katlehong,-1,-1,25-34,Female,Migrant,Primary,Unemployed
286554,Johannesburg,Katlehong,-1,-1,55+,Male,Migrant,Primary,Unemployed
286558,Johannesburg,Katlehong,-1,-1,35-44,Male,Migrant,Missing,Unemployed
286559,Johannesburg,Katlehong,-1,-1,35-44,Female,Non-migrant,Primary,Employed
286560,Johannesburg,Katlehong,-1,-1,18-24,Female,Migrant,Secondary,Unemployed
286567,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Missing,Missing
286572,Accra,-1,James Town,-1,35-44,Female,Non-migrant,Secondary,Employed
286573,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Secondary,Employed
286582,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Tertiary,Missing
286589,Accra,-1,Old Fadama,-1,35-44,Male,Migrant,No formal schooling,Employed
286596,Accra,-1,Madina,-1,25-34,Female,Non-migrant,Primary,Employed
286597,Accra,-1,Madina,-1,55+,Male,Migrant,Secondary,Employed
286607,Accra,-1,James Town,-1,25-34,Male,Migrant,Secondary,Missing
286610,Accra,-1,James Town,-1,25-34,Male,Non-migrant,Secondary,Missing
286616,Accra,-1,James Town,-1,25-34,Female,Non-migrant,Missing,Missing
286617,Accra,-1,Old Fadama,-1,25-34,Male,Non-migrant,Secondary,Employed
286624,Accra,-1,Old Fadama,-1,25-34,Male,Non-migrant,Primary,Employed
286629,Accra,-1,Madina,-1,18-24,Female,Migrant,Primary,Employed
286650,Accra,-1,Old Fadama,-1,18-24,Female,Migrant,Primary,Missing
286651,Accra,-1,James Town,-1,45-54,Male,Non-migrant,Secondary,Employed
286652,Accra,-1,Madina,-1,18-24,Male,Non-migrant,Primary,Missing
286668,Accra,-1,James Town,-1,35-44,Female,Non-migrant,Primary,Missing
286669,Accra,-1,James Town,-1,25-34,Male,Migrant,Secondary,Missing
286696,Accra,-1,Old Fadama,-1,35-44,Male,Non-migrant,Secondary,Employed
286729,Accra,-1,Old Fadama,-1,35-44,Female,Migrant,Primary,Employed
286732,Accra,-1,James Town,-1,35-44,Female,Migrant,Secondary,Employed
286734,Accra,-1,Madina,-1,55+,Male,Migrant,Tertiary,Employed
286735,Accra,-1,James Town,-1,25-34,Male,Non-migrant,Primary,Missing
286736,Accra,-1,James Town,-1,35-44,Female,Non-migrant,Primary,Employed
286750,Accra,-1,James Town,-1,25-34,Female,Migrant,Primary,Missing
286754,Accra,-1,Madina,-1,18-24,Male,Non-migrant,Primary,Missing
286755,Accra,-1,James Town,-1,25-34,Male,Migrant,Secondary,Missing
286757,Accra,-1,Madina,-1,18-24,Female,Migrant,Primary,Employed
286759,Accra,-1,Madina,-1,25-34,Male,Non-migrant,Tertiary,Unemployed
287048,Nairobi,-1,-1,Ongata Rongai,45-54,Female,Migrant,Primary,Missing
287050,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Secondary,Missing
287058,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Secondary,Missing
287060,Nairobi,-1,-1,Ongata Rongai,18-24,Male,Non-migrant,Tertiary,Unemployed
287063,Nairobi,-1,-1,Ongata Rongai,35-44,Female,Migrant,Primary,Missing
287064,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Non-migrant,Secondary,Missing
287065,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Primary,Missing
287070,Nairobi,-1,-1,Ongata Rongai,55+,Male,Migrant,Tertiary,Missing
287073,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Secondary,Missing
287076,Nairobi,-1,-1,Ongata Rongai,18-24,Female,Migrant,Secondary,Unemployed
287082,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Primary,Missing
287083,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Primary,Missing
287084,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Secondary,Unemployed
287086,Nairobi,-1,-1,Ongata Rongai,18-24,Female,Migrant,Secondary,Student
287087,Nairobi,-1,-1,Ongata Rongai,18-24,Male,Migrant,Primary,Employed
287099,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Tertiary,Missing
287103,Nairobi,-1,-1,Ongata Rongai,18-24,Male,Migrant,Tertiary,Missing
287106,Nairobi,-1,-1,Ongata Rongai,35-44,Female,Migrant,Secondary,Employed
287114,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Tertiary,Missing
287117,Accra,-1,Old Fadama,-1,18-24,Female,Migrant,Primary,Missing
287123,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Non-migrant,No formal schooling,Employed
287124,Nairobi,-1,-1,Ongata Rongai,35-44,Female,Migrant,Secondary,Unemployed
287129,Accra,-1,Old Fadama,-1,45-54,Female,Non-migrant,No formal schooling,Missing
287131,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Tertiary,Unemployed
287132,Johannesburg,Katlehong,-1,-1,35-44,Male,Non-migrant,Secondary,Employed
287138,Nairobi,-1,-1,Ongata Rongai,18-24,Female,Migrant,Secondary,Missing
287139,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Tertiary,Missing
287145,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Secondary,Unemployed
287147,Accra,-1,Madina,-1,35-44,Male,Migrant,Secondary,Employed
287156,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Tertiary,Missing
287158,Accra,-1,Old Fadama,-1,45-54,Male,Migrant,Primary,Employed
287159,Johannesburg,Katlehong,-1,-1,35-44,Female,Non-migrant,Primary,Unemployed
287160,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Secondary,Missing
287163,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Secondary,Employed
287165,Nairobi,-1,-1,Ongata Rongai,25-34,Female,Migrant,Secondary,Employed
287166,Nairobi,-1,-1,Ongata Rongai,25-34,Male,Migrant,Secondary,Missing
287178,Accra,-1,Old Fadama,-1,25-34,Male,Migrant,Tertiary,Employed
287180,Accra,-1,Madina,-1,25-34,Female,Migrant,Secondary,Employed
287195,Johannesburg,Katlehong,-1,-1,35-44,Male,Migrant,Primary,Employed
287196,Johannesburg,Katlehong,-1,-1,25-34,Male,Non-migrant,Primary,Employed
